img_id,caption
396490.jpg,a large airplane is sitting on the tarmac
252177.jpg,a table with a vase a vase and a vase
143711.jpg,a group of people on skis on a snowy slope
295399.jpg,a group of people sitting at a table
413734.jpg,a plane sitting on the tarmac at an airport
211013.jpg,a pair of scissors and a knife are on a table
295269.jpg,a table with a variety of donuts
425439.jpg,a street sign with a street sign on it
252525.jpg,a kitchen with a stove and a sink
563779.jpg,a group of people riding bikes on a beach
576780.jpg,a man standing in front of a market with a fruit market
546261.jpg,a man and a woman sitting on a motorcycle
445211.jpg,a man is playing frisbee in the park
178361.jpg,a bird is standing on a rock in the water
284386.jpg,a woman is standing in a kitchen with a microwave
563046.jpg,a pair of scissors and a crochet hook on a pair of scissors
495615.jpg,a man in a suit is standing in front of a sign
78188.jpg,a cat laying on a bed with a cat
555473.jpg,a man is walking on a beach with a surfboard
529235.jpg,a pizza with a pizza on it on a table
521048.jpg,a man and a woman are standing in front of a fruit stand
81004.jpg,a baseball player is swinging a bat at a ball
63109.jpg,a man is holding a plate of food
292257.jpg,a baseball player is swinging at a ball
138834.jpg,a man is standing in the snow with skis
480317.jpg,a group of people standing on top of a beach
314371.jpg,a man sitting on a bench with a laptop
570416.jpg,a man riding a snowboard down a snow covered slope
248637.jpg,a man riding a surfboard on a wave in the ocean
397599.jpg,a man is standing on a sidewalk with a fire hydrant
555457.jpg,a man is riding a horse in a field
204519.jpg,a woman flying a kite in a field
231835.jpg,a boat is floating on a river near a river
406011.jpg,a group of men standing next to each other
468783.jpg,a tennis player is holding a tennis racket
129448.jpg,a street sign on a street sign on a street
288106.jpg,a cat sitting on top of a refrigerator
163727.jpg,a man sitting on a bench in the park
105504.jpg,a man riding a skateboard on top of a ramp
128885.jpg,a person on skis is skiing down a snowy slope
440928.jpg,a plane flying over a field with a large plane in the background
233688.jpg,a man riding a skateboard down a street with a man
182339.jpg,a woman is holding a small child in a room
320703.jpg,a kitchen with a sink and a sink
516414.jpg,a group of people sitting on top of a boat
161312.jpg,a group of people standing on the beach
137382.jpg,a bus is driving down a street in front of a building
52591.jpg,a man standing on a ski slope with a kite
65776.jpg,a group of luggage is parked on the side of a road
223636.jpg,a man on skis is skiing down a hill
479361.jpg,a group of people walking down a street with umbrellas
494285.jpg,a cat is laying on a bed with a cat
411765.jpg,a man is playing tennis on a tennis court
117585.jpg,a man riding a motorcycle down a street
116675.jpg,a elephant walking down a street next to a fence
202935.jpg,a clock on the side of a building
577847.jpg,a plate of food with a plate of food
343570.jpg,a woman is laying on a bed with a cat
556154.jpg,a car with a car on the street with a car
485137.jpg,a person on skis is skiing down a hill
535234.jpg,a baseball player is swinging a bat on a field
410641.jpg,a piece of cake on a plate with a knife
426631.jpg,a man is playing frisbee in a park
521906.jpg,a group of people standing in a room
263764.jpg,a man is standing in a kitchen with a stove and a stove
394527.jpg,a group of people walking down a street with a sign
357059.jpg,a woman is standing in a living room with a table
494904.jpg,a man standing next to a baseball field
357865.jpg,a bathroom with a toilet and a sink in it
581731.jpg,a bench sitting in the middle of a forest
464603.jpg,a young boy is standing in front of a baseball bat
339597.jpg,a little girl is holding a toothbrush in the mouth
574955.jpg,a person is holding a hot dog on a bun
363947.jpg,a woman sitting on a bed with a bed
481165.jpg,a glass vase with a flower on it
288399.jpg,a dog is flying a kite in a field
135900.jpg,a plate of food is on a stove
42320.jpg,a man is eating a sandwich in a kitchen
306893.jpg,a bus is parked on the side of the street
508245.jpg,a bowl of soup with a bowl of soup and a bowl of soup
538976.jpg,a bird perched on top of a window
561523.jpg,a table with a laptop and a glass of wine
63912.jpg,a man is standing on a sidewalk with a large bird in the background
524710.jpg,a plate of food on a table with a plate of food
465302.jpg,a plate of food on a table with a plate of food
535692.jpg,a man riding a wave on top of a surfboard
253515.jpg,a truck parked on a street with a truck
503715.jpg,a bear is standing on a log in a zoo
15618.jpg,a zebra standing on top of a lush green field
576059.jpg,a man is standing on a bench on a bench
57641.jpg,a group of people walking down a street
91267.jpg,a living room with a couch and a table
51730.jpg,a street sign with a street sign on it
118406.jpg,a group of people standing on top of a field
294314.jpg,a cat is sitting in a vase with flowers
424303.jpg,a man riding a wave on a surfboard
353282.jpg,a bunch of apples sitting on top of a table
164548.jpg,a group of people sitting at a table with a plate of food
206112.jpg,a cat is sitting on a bench in a room
113052.jpg,a man riding a wave on top of a surfboard
164363.jpg,a clock on a wall with a clock on the wall
345802.jpg,a man skiing down a snowy hill in the snow
579043.jpg,a large clock tower with a large tree in the background
127807.jpg,a man is playing with a frisbee in a park
204987.jpg,a woman standing in a kitchen with a refrigerator
216250.jpg,a man and a woman are playing with a kite
157639.jpg,a table with a plate of food and a glass of wine
388503.jpg,a motorcycle parked in a field with trees
102420.jpg,a man is riding a skateboard down a street
552791.jpg,a clock on a pole in front of a building
295768.jpg,a computer monitor sitting on top of a desk
1183.jpg,a man is playing with a frisbee in a park
272136.jpg,a plane is parked in a museum with a clock
558248.jpg,a bathroom with a toilet and a toilet
191334.jpg,a group of people sitting in a table with a plate of food
299271.jpg,a herd of sheep grazing on a lush green field
397166.jpg,a bathroom with a sink and a mirror
110415.jpg,a woman is holding a baby in a chair
282385.jpg,a bird sitting on a tree branch with a #RARE#
569332.jpg,a man is standing next to a fence with a frisbee
346591.jpg,a group of suitcases are stacked on the sidewalk
305215.jpg,a table with a bunch of vegetables and a knife
479680.jpg,a man riding a skateboard down a street
578082.jpg,a cow standing in a field with a dog
196503.jpg,a man is feeding a giraffe in a zoo
239337.jpg,a person is flying a kite on the beach
232148.jpg,a street sign with a street sign on it
234599.jpg,a black dog is laying on the floor
255786.jpg,a group of horses standing on a mountain
215072.jpg,a man is standing in the sand with a kite
547202.jpg,a street sign on a pole on a street
423187.jpg,a plane flying through a cloudy sky with a sky background
220988.jpg,a group of people sitting at a table with a pizza
353602.jpg,a bowl of soup on a plate with a fork
509493.jpg,a group of people riding on a motorcycle in a parking lot
497633.jpg,a boat is sailing on the water near a building
553563.jpg,a baseball player is swinging at a ball
473052.jpg,a man is riding a surfboard in the water
521195.jpg,a teddy bear sitting on a bed with a stuffed bear
78404.jpg,a woman sitting on a bench with a cell phone
161799.jpg,a man riding a skateboard on a ramp
236897.jpg,a man is preparing a meal in a kitchen
221083.jpg,a group of people on a bench a dog
244303.jpg,a man in a suit and a hat on a motorcycle
389672.jpg,a large airplane is flying over a runway
209066.jpg,a train is going down the tracks in a field
461815.jpg,a young boy is riding a skateboard on a street
213621.jpg,a person holding a wii remote control in her hand
456109.jpg,a large umbrella and a bunch of umbrellas on a beach
3935.jpg,a cat laying on a table with a laptop
241764.jpg,a man standing on a train track with a man standing
19032.jpg,a woman is holding a horse in a field
319855.jpg,a sign with a sign on the side of a building
247884.jpg,a man on a skateboard on a skateboard
449888.jpg,a cat is laying on a bed with a remote
563455.jpg,a man holding a wii remote in his hand
371201.jpg,a man is flying a kite on a beach
507744.jpg,a man standing in a living room with a wii remote
3321.jpg,a cow standing in a field with a fence
388042.jpg,a kitchen with a stove and a stove
569214.jpg,a table with a plate of food on it
262897.jpg,a bathroom with a toilet and a sink and a toilet
220917.jpg,a woman sitting on a bench with a laptop
176918.jpg,a red car is parked on a red phone
566064.jpg,a man in a suit and tie is holding a cell phone
33061.jpg,a group of people flying kites in a field
464789.jpg,a man is playing frisbee in a field
9904.jpg,a cat sitting on a desk in a living room
183040.jpg,a man riding a horse on a dirt road
437872.jpg,a man and a young boy playing a video game
357891.jpg,a bathroom with a toilet and a sink
269947.jpg,a plane flying in the sky with a sky background
480001.jpg,a giraffe standing next to a fence in a zoo
127786.jpg,a man standing next to a bus on a street
484840.jpg,a herd of sheep standing next to a herd of sheep
547886.jpg,a group of people riding horses on the beach
82363.jpg,a bathroom with a toilet and a sink
85112.jpg,a boat is sailing on a body of water
97362.jpg,a dog is standing on a bench with a dog
322816.jpg,a cake with a knife and a knife
287659.jpg,a group of people riding horses on a beach
3817.jpg,a man standing next to a man on a motorcycle
15810.jpg,a woman in a room holding a wii remote
256322.jpg,a cat sitting on top of a suitcase
136953.jpg,a group of people standing in a room
305104.jpg,a man riding a wave on top of a surfboard
79262.jpg,a woman is sitting on a bench in the woods
545071.jpg,a table with a laptop and a computer on it
300814.jpg,a man riding a horse down a dirt road
11696.jpg,a cat sitting on a bed with a laptop
343458.jpg,a person is holding a hot dog on a bun
424485.jpg,a desk with a laptop and a computer on it
35033.jpg,a bedroom with a bed and a window
238808.jpg,a man riding a bike on a street
167859.jpg,a bed with a bed and a bed
295316.jpg,a group of people riding surfboards on top of a wave
79191.jpg,a stop sign on a street corner with a street sign
236354.jpg,a man is standing on a bench with a surfboard
544826.jpg,a kitchen with a sink and a sink
